30500	30499.113360	30509.868628	29946.702160	31099.756341
31000	30993.303174	30986.693989	30426.391277	31566.838582
31500	31486.762339	31484.644430	30933.756947	32083.022611
32000	31993.247772	31991.156078	31430.076519	32667.325783
32500	32505.739027	32492.016040	31857.809443	33106.441778
33000	32987.025062	33001.174780	32412.288389	33596.467088
33500	33501.696451	33503.464000	32829.691075	34141.728887
34000	33997.557165	34005.694894	33319.026781	34622.806494
34500	34499.443151	34490.942603	33791.935882	35203.949914
35000	34993.459087	34991.001764	34287.006686	35691.242337
35500	35498.148283	35489.347470	34789.142948	36239.073038
36000	36005.713029	35994.328238	35264.074752	36711.587550
36500	36508.002870	36496.804195	35735.463686	37256.337642
37000	36993.699058	36976.921284	36239.073038	37749.571759
37500	37509.293313	37510.965600	36720.990133	38289.137139
38000	38028.039646	38012.044409	37236.913810	38836.373622
38500	38473.966448	38476.503857	37729.554652	39270.124963
39000	39012.005440	39008.498645	38165.405903	39726.967889
39500	39589.793059	39513.675394	38655.450705	41164.580288
40000	40727.396152	41065.345485	39226.229424	41591.756584
40500	41495.711913	41514.412815	39851.734154	42127.180000
41000	41989.109515	41988.715205	41369.088856	42606.396756
41500	42448.930414	42455.416652	41813.849380	43095.883488
42000	42919.270544	42916.318312	42307.039680	43541.666056
42500	43376.355764	43384.397251	42752.743193	43986.900081
43000	43842.961791	43855.485466	43197.009784	44535.738391
43500	44327.052914	44326.674696	43675.294618	44965.441265
44000	44796.312842	44790.761804	44137.757794	45454.292767
44500	45253.694257	45246.402368	44629.231368	45867.903636
45000	45723.020167	45718.218936	45130.328814	46440.976027
45500	46196.532823	46188.826731	45519.269351	46901.240281
46000	46680.694098	46661.207152	46021.000862	47450.560575
46500	47133.598436	47135.780940	46475.529074	47788.535638
47000	47609.535992	47596.702404	46905.266613	48323.026108
47500	48101.775340	48094.376325	47435.459856	48852.552524
48000	48558.535235	48540.345288	47894.998566	49308.302743
48500	49047.812390	49045.622017	48352.789886	49758.408672
49000	49542.115858	49539.780511	48802.556341	50259.251142
49500	50001.142383	49995.224992	49194.310969	50766.533367
50000	50488.569369	50473.087109	49712.296119	51286.637109
50500	50965.923892	50974.323449	50128.564552	51771.208360
51000	51451.646119	51437.668299	50605.481010	52293.868746
51500	51928.740513	51921.925750	51147.449230	52746.418565
52000	52406.699133	52399.398981	51590.491639	53190.368922
52500	52871.205468	52863.626458	52021.720713	53705.873940
53000	53381.015598	53366.433159	52634.433761	54241.160819
53500	53853.481588	53866.477862	53038.785575	54674.717406
54000	54337.128468	54341.757923	53448.784387	55155.533069
54500	54836.293586	54829.381877	53970.095001	55682.283948
55000	55303.145314	55324.319247	54416.864601	56172.069380
55500	55792.317495	55777.561011	54891.812582	56723.204005
56000	56325.544934	56305.589984	55507.292175	57259.090461
56500	56778.147262	56788.351876	55939.367850	57631.888618
57000	57265.634980	57254.988852	56335.093781	58253.680277
57500	57756.117879	57746.084985	56871.297483	58706.426048
58000	58242.680955	58247.165588	57371.308566	59176.950683
58500	58746.351944	58743.950844	57793.516249	59661.066782
59000	59231.424480	59222.737837	58235.526386	60265.940251
59500	59709.118287	59728.258179	58678.910771	60802.971723
60000	60214.264976	60218.751137	59240.094894	61189.609223
60500	60685.472949	60667.384906	59780.699978	61660.140942
61000	61169.384620	61171.661344	60160.141349	62085.303345
61500	61678.900131	61685.547308	60482.669866	62609.541263
62000	62172.311380	62163.958121	61168.283837	63137.881745
62500	62646.094086	62627.507209	61635.945500	63689.967636
63000	63173.605032	63186.024215	62156.594412	64243.862056
63500	63653.886709	63652.519710	62618.572075	64688.925187
64000	64154.043402	64164.083632	63117.566653	65183.836801
64500	64643.764151	64636.147647	63517.293610	65672.049275
65000	65132.002942	65137.302726	64003.575095	66142.146340
65500	65618.929769	65619.760810	64497.124502	66667.673889
66000	66139.969869	66138.645236	65095.343760	67271.871087
66500	66605.530063	66619.293152	65334.453899	67754.797499
67000	67108.907029	67116.529606	66093.495698	68248.455045
67500	67601.372129	67598.836040	66572.266241	68793.349118
68000	68087.214486	68084.253297	67036.224198	69171.331652
68500	68617.131188	68626.519580	67549.624186	69723.677708
69000	69083.114353	69088.890575	67877.902358	70215.483886
69500	69596.254271	69601.861408	68519.266822	70711.482747
70000	70042.216557	70032.152782	68793.688992	71211.321780
70500	70594.571419	70570.912202	69477.628952	71737.651709
71000	71056.612585	71043.024712	69978.665173	72209.071039
71500	71565.234743	71549.965736	70402.727343	72767.805374
72000	72086.747602	72080.751899	70957.575820	73410.191664
72500	72553.615308	72525.036471	71367.131124	73800.640580
73000	73072.802247	73071.032467	71801.328690	74271.996340
73500	73565.498039	73593.810645	72218.634044	74783.260417
74000	74044.827014	74047.735750	72826.216766	75260.815606
74500	74564.725816	74547.241654	73321.083516	75869.349794
75000	75044.575724	75043.769961	73677.294279	76298.654853
75500	75535.377229	75525.281234	74298.366637	76821.582331
76000	76069.370529	76081.085053	74809.972256	77392.501344
76500	76543.068316	76544.216268	75224.632355	77855.101800
77000	77057.770675	77070.341250	75647.214641	78399.522464
77500	77546.068790	77517.325718	76314.910592	78887.910556
78000	78034.831723	78044.645420	76615.006403	79348.073149
78500	78516.214921	78484.381075	77197.070196	79883.683736
79000	79046.276535	79064.352717	77746.422377	80406.893382
79500	79568.773604	79573.321696	78230.530311	81044.200152
80000	80045.596842	80032.510466	78702.601776	81418.816158
80500	80523.806195	80519.324300	79159.137028	81831.017027
81000	81035.881870	81021.662074	79700.681874	82344.677910
81500	81534.144847	81517.304011	80068.336671	82990.069043
82000	82055.765229	82040.633748	80488.864324	83368.474257
82500	82550.964381	82553.731806	81137.114488	83914.403602
83000	83054.517430	83062.548335	81667.399277	84544.602803
83500	83530.185855	83545.408854	82081.560148	84891.246573
84000	84042.629272	84021.779908	82605.491981	85547.137564
84500	84519.625070	84515.261512	83130.557722	86163.477218
85000	85063.041860	85069.967629	83502.238521	86529.987314
85500	85515.513908	85533.938294	83993.938578	86901.933475
86000	86019.982726	86000.267087	84522.570789	87549.844215
86500	86517.504772	86522.652661	84993.769054	87989.129418
87000	87013.594662	87003.055212	85628.747138	88492.454604
87500	87553.647893	87548.500642	86068.962433	89157.489481
88000	88034.791847	87993.944997	86568.388424	89611.570107
88500	88499.929509	88478.453642	87092.930572	90008.647933
89000	88979.895456	88969.068075	87416.249579	90438.989197
89500	89528.388492	89536.904527	88035.797379	91072.261829
90000	90042.427682	90022.448188	88510.385542	91573.181059
90500	90528.186978	90540.147113	88734.246225	92305.962344
91000	91000.878145	90976.297101	89464.419315	92555.933311
91500	91502.342028	91496.275299	89989.782291	93022.405609
92000	92004.046244	91994.227718	90312.407248	93659.159587
92500	92520.754770	92548.662207	90811.278816	94090.000288
93000	93044.245666	93017.525572	91439.315664	94725.447760
93500	93535.507250	93542.589294	91856.000887	95128.597155
94000	94043.328664	94035.009475	92390.900095	95785.332548
94500	94507.282012	94477.506656	92958.283822	96093.827637
95000	95015.149524	95010.162591	93295.315616	96855.968332
95500	95508.915449	95508.589532	93667.161304	97093.358860
96000	96038.544903	96045.728224	94240.974867	97614.677235
96500	96530.844884	96549.374185	94843.534794	98174.512862
97000	97012.959884	97019.159331	95305.148464	98719.493563
97500	97510.085876	97497.893089	95930.125350	99209.127692
98000	98012.908333	98013.991415	96216.574947	99573.521445
98500	98461.970402	98492.417316	96664.112595	100275.071808
99000	99009.809112	99003.392224	97260.782227	100734.694697
99500	99515.045407	99523.758906	97722.378884	101247.611148
100000	100041.620329	100020.419292	98309.347698	101792.151311
